"auto_id","unit","id","DATACLASS","CORTEX","TECHNIQUE","ALTER","EDGEDAMAGE","TYPE","FBSECOND","FBTHIRD","PLATSURF","PLATEXT","FORM","SCARMORPH","RETEDGES","RETINTENSE","REPRISE","LENGTH","WIDTH","MAXWIDTH","THICKNESS","PLATWIDTH","PLATTHICK","MATERIAL","EXTSURFACE","EXTTYPE","WEIGHT","PLATTECH","PLATANG","MULTIPLE","EPA","SHAPE","SUPPORT","SURFPCT","PROXREMOVS","PREPPLATS","FLAKDIRECT","SCARLENGTH","SCARWIDTH"
18500,"A2",5093,"COMPTOOL","1-10%","LEVAL","UNALTERED","NONE",10,NA,NA,"CNVX FACET","NONE","NORMAL","SUB-RAD","1","LIGHT","NONE",77.0999984741211,41.5,51.1,9.5,44.9,8.7,"LOCAL CAMPANIEN","0-10%","N/A",36,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18504,"A2",5094,"PROXFLAKE"," 95","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,"LRG CORT","NONE","NORMAL","OTHER",NA,NA,NA,NA,NA,0,0,19.9,7.5,"NON-LOCAL CAMPANIEN","90-100%","CORTEX",82,"NORMAL",106,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18505,"A2",5095,"MED TOOL"," 75","OTHER","OTHER","NONE",62,NA,NA,NA,NA,"NORMAL","N/A","1","N/A","NONE",101.029998779297,83.6800003051758,0,0,0,0,"BERGERAC","60-90%","CORTEX",352,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18506,"A2",5096,"CORE"," 50","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,117.699996948242,105.839996337891,108.4,34.8,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",556,NA,0,"NO",NA,"NORMAL","ROGNON",55,6,3,"MULTIFACE",50.08,34.82
18509,"A2",5097,"ROGNON","N/A",NA,NA,"NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",554,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18512,"A2",5098,"SHATTER","10-40%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6100006103516,62.2999992370605,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",177,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18513,"A2",5099,"CORE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,95.4000015258789,51.2000007629395,57,50.3,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",218,NA,0,"NO",NA,"NORMAL","ROGNON",70,6,0,"MULTIFACE",46.74,39.47
18518,"A2",5101,"COMPTOOL"," 50","NORMAL","UNALTERED","NONE",23,"42",NA,"LRG PLAIN","NONE","NORMAL","N/A","1","NORMAL","NONE",62.7999992370605,64.6999969482422,67.9,22.1,23.3,8.8,"LOCAL CAMPANIEN","40-60%","CORTEX",72,"NORMAL",127,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18519,"A2",5102,"CORE","40-60%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,153.399993896484,108.449996948242,122,81.4,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",1065,NA,0,"NO",NA,"DIVERS","ROGNON",50,5,0,"MULTIFACE",74.77,55.26
18520,"A2",5103,"CORE","N/A","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,69,47.9300003051758,49.7,26.9,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",80,NA,0,"NO",NA,"NORMAL","N/A",100,2,0,"MULTI-COMMON",38.81,24.79
18522,"A2",5104,"MANUPORT","N/A",NA,"OTHER","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,72.4,37.3,0,0,"QUARTZITE","N/A","N/A",194,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18523,"A2",5105,"ROGNON","N/A",NA,NA,"NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",238,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18524,"A2",5106,"CORE","N/A","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,117.099998474121,NA,104.7,40.6,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",316,NA,0,"NO",NA,"NORMAL","ROGNON",90,2,0,"MULTIFACE",91.14,63.26
18525,"A2",5107,"PROXFLAKE"," 0","OTHER","OTHER","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,NA,NA,0,0,35.3,12.4,"LOCAL CAMPANIEN","0-10%","N/A",96,"CLACTONIAN",106,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18526,"A2",5108,"CORE"," 50","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,178.600006103516,82.5500030517578,109.6,86,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",1432,NA,0,"NO",NA,"DIVERS","ROGNON",60,4,0,"MULTIFACE",78.61,51.05
18531,"A2",5110,"COMPTOOL"," 25","NORMAL","UNALTERED","EXTERIOR",42,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD","1","N/A","NONE",146.600006103516,82.6999969482422,87.1,33.6,30.9,12.7,"LOCAL CAMPANIEN","10-40%","CORTEX",355,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18532,"A2",5111,"COMPTOOL"," 5","NORMAL","UNALTERED","NONE",54,NA,NA,"LRG PLAIN","NONE","NORMAL","BI-",NA,NA,NA,55.2000007629395,49.9000015258789,55.7,16.3,30.2,19.3,"LOCAL CAMPANIEN","0-10%","CORTEX",48,"NORMAL",117,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18533,"A2",5112,"CORE","1-10%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,123.900001525879,103.059997558594,111.4,80.5,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",954,NA,0,"NO",NA,"NORMAL","ROGNON",0,5,0,"MULTIFACE",46.47,46.44
18534,"A2",5113,"CORE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,122,94.7099990844727,119.6,59.2,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",630,NA,0,"NO",NA,"NORMAL","N/A",95,4,0,"MULTIFACE",80.56,63.47
18535,"A2",5114,"PROXFLAKE"," 75","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","ANGULAR","OTHER",NA,NA,NA,NA,NA,0,0,31.5,12,"LOCAL CAMPANIEN","60-90%","CORTEX",72,"NORMAL",118,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18536,"A2",5115,"ROGNON","N/A",NA,NA,"NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,"N/A","N/A",1139,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
11876,"A2",5116,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","EXT/INT",48,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",72,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18539,"A2",5117,"DISTFLAKE","40-60%","NORMAL","HEAVY PATINA","EXT/INT",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",11,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18544,"A2",5122,"COMPFLAKE"," 95","BURIN","UNALTERED","NONE",NA,NA,NA,"MISSING","NONE","ANGULAR","N/A",NA,NA,NA,52.7000007629395,16.7000007629395,19.2,11,0,0,"LOCAL CAMPANIEN","90-100%","N/A",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18546,"A2",5124,"CORE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,57.4000015258789,40.060001373291,50.9,28.6,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",56,NA,0,"NO",NA,"NORMAL","ROGNON",75,4,0,"MULTI-COMMON",27.98,20.21
18547,"A2",5125,"COMPFLAKE","-1","NORMAL","HEAVY PATINA","EXTERIOR",NA,NA,NA,"CNVX FACET","TRIM","NORMAL","N/A",NA,NA,NA,41.3,40.5,39.3,12,35.3,8.6,"LOCAL CAMPANIEN","N/A","N/A",21,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18548,"A2",5126,"COMP FLAKE","-1","NORMAL","WHITE","EXTERIOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18549,"A2",5127,"MED TOOL","0%","NORMAL","LIGHTPATINA","NONE",43,NA,NA,NA,NA,"NORMAL","N/A","1","N/A","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",11,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18550,"A2",5128,"CORE","0%","NORMAL","WHITE","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,64.1,0,48.3,27.7,0,0,"LOCAL CAMPANIEN","0-10%","N/A",62,NA,0,"NO",NA,"NORMAL","N/A",100,0,0,"MULTIFACE",40.46,30.21
18551,"A2",5129,"COMP TOOL","10-40%","NORMAL","WHITE","EXT/INT",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18552,"A2",5130,"COMPTOOL"," 95","NORMAL","UNALTERED","NONE",43,"64",42,"LRG PLAIN","NONE","NORMAL","SUB-RAD","2","N/A","DIST",65.5,31.1000003814697,40,22.5,24.1,14.2,"LOCAL CAMPANIEN","90-100%","CORTEX",49,"CLACTONIAN",0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18554,"A2",5132,"PROXTOOL","0%","NORMAL","UNALTERED","NONE",9,NA,NA,"STRT FACET","NONE","NORMAL","SUB-RAD","1","LIGHT","N/A",0,0,0,0,10.2,7.6,"JASPER","0-10%","N/A",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18555,"A2",5133,"COMPFLAKE","0%","NORMAL","UNALTERED","EXT/INT",48,NA,NA,"STRT FACET","NONE","NORMAL","SUB-RAD",NA,NA,NA,46.1,29.2,37.6,9.5,7.4,3.2,"LOCAL CAMPANIEN","0-10%","N/A",15,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18556,"A2",5134,"COMPFLAKE","10-40%","NORMAL","LIGHTPATINA","EXT/INT",48,"38",NA,"CNVX FACET","NONE","NORMAL","N/A",NA,NA,NA,50.2,27,37.2,10.6,18.8,8.8,"SENTONIEN","10-40%","CORTEX",20,"NORMAL",0,"NO",75,NA,NA,NA,NA,NA,NA,NA,NA
18557,"A2",5135,"COMPFLAKE","90-99%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","ANGULAR","N/A",NA,NA,NA,62,28.5,36.8,26.1,27.6,5.8,"LOCAL CAMPANIEN","90-100%","CORTEX",55,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18560,"A2",5138,"COMPFLAKE"," 95","NORMAL","LIGHTPATINA","EXTERIOR",NA,NA,NA,"LRG CORT","NONE","NORMAL","OTHER",NA,NA,NA,44.9000015258789,34.7000007629395,61.2,8.6,20,4.8,"SENTONIEN","90-100%","CORTEX",19,"NORMAL",0,"NO",90,NA,NA,NA,NA,NA,NA,NA,NA
18562,"A2",5140,"CORE","90-99%","N/A","LIGHTPATINA","EXTERIOR",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,53.5,0,38.1,18.6,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",27,NA,0,"NO",NA,"NORMAL","FLAKE",50,0,0,"UNI-",0,0.01
18563,"A2",5141,"COMP FLAKE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18564,"A2",5142,"MED FLAKE","90-100%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18566,"A2",5144,"COMP FLAKE","10-40%","NORMAL","WHITE","EXT/INT",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18569,"A2",5147,"COMPFLAKE","10-40%","NORMAL","UNALTERED","EXT/INT",48,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,56.5,32.4,34,10.8,15.4,4.6,"SENTONIEN","10-40%","N/A",19,"NORMAL",0,"NO",103,NA,NA,NA,NA,NA,NA,NA,NA
18570,"A2",5148,"MED FLAKE"," 5","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18571,"A2",5149,"DIST FLAKE","90-100%","N/A","WHITE","INTERIOR",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18572,"A2",5150,"PROX FLAKE"," 5","BIF RET","WHITE","EXT/INT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18573,"A2",5151,"PROX FLAKE","-1","NORMAL","LIGHT PATINA","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18574,"A2",5152,"COMP FLAKE","10-40%","NORMAL","UNALTERED","EXTERIOR",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18575,"A2",5153,"MEDFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,58.3699989318848,32.6800003051758,0,0,0,0,"NON-LOCAL CAMPANIEN","90-100%","CORTEX",32,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18576,"A2",5154,"SHATTER","-1",NA,"HEAVY PATINA","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",13,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18577,"A2",5155,"CORE","40-60%","N/A","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,48.7000007629395,34.9900016784668,39.6,29.1,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",54,NA,0,"NO",NA,"DIVERS","ROGNON",30,1,0,"UNI-",31.41,23.11
18580,"A2",5158,"COMPFLAKE"," 95","NORMAL","UNALTERED","EXT/INT",NA,NA,NA,"CNVX FACET","NONE","NORMAL","OTHER",NA,NA,NA,69.1999969482422,60,72.3,13.5,38.9,12.7,"LOCAL CAMPANIEN","90-100%","CORTEX",81,"NORMAL",0,"NO",69,NA,NA,NA,NA,NA,NA,NA,NA
18582,"A2",5160,"DIST TOOL"," 50","NORMAL","UNALTERED","NONE",45,NA,NA,NA,NA,"N/A","N/A","1","N/A","N/A",NA,NA,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",59,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18583,"A2",5161,"COMPTOOL","0%","NORMAL","LIGHTPATINA","EXT/INT",64,NA,NA,"REMOVED","NONE","NORMAL","RADIAL","1","N/A","PROX",64.1999969482422,41.2000007629395,48.9,12.2,0,0,"LOCAL CAMPANIEN","0-10%","N/A",41,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18584,"A2",5162,"MEDFLAKE"," 5","N/A","BURNED","N/A",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,45.6300010681152,41.4900016784668,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",37,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18585,"A2",5163,"COMPFLAKE"," 0","NORMAL","UNALTERED","EXTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,65.1999969482422,22.7999992370605,25.6,12,15.5,4.8,"LOCAL CAMPANIEN","0-10%","N/A",20,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18587,"A2",5165,"COMPFLAKE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","TRIM","NORMAL","N/A",NA,NA,NA,56.4,45.7,48.2,11.1,16.9,7.3,"LOCAL CAMPANIEN","10-40%","N/A",38,"NORMAL",0,"NO",95,NA,NA,NA,NA,NA,NA,NA,NA
18713,"A2",5166,"COMPFLAKE","40-60%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","ECLAT LAME","UNI-",NA,NA,NA,40.95,15.45,16.73,5.49,12.1,5.8,"LOCAL CAMPANIEN","40-60%","CORTEX",5,NA,0,"NO",88,NA,NA,NA,NA,NA,NA,NA,NA
18714,"A2",5167,"MEDFLAKE","40-60%","N/A","ROLLED/PATINA","EXT/INT",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",3,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18715,"A2",5168,"DISTFLAKE"," 25","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"ECLAT LAME","UNI-",NA,NA,NA,54.1500015258789,20.6900005340576,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18718,"A2",5169,"PROXFLAKE","10-40%","NORMAL","LIGHTPATINA","NONE",38,NA,NA,"DIHEDRAL","NONE","ANGULAR","N/A",NA,NA,NA,0,0,0,0,32.58,9.19,"LOCAL CAMPANIEN","10-40%","CORTEX",37,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18719,"A2",5170,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,38.84,30.4,38.44,7.25,15.94,4.79,"LOCAL CAMPANIEN","0-10%","N/A",14,NA,0,"NO",109,NA,NA,NA,NA,NA,NA,NA,NA
18722,"A2",5171,"SHATTER","10-40%",NA,"LIGHTPATINA","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9500007629395,15.8900003433228,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18724,"A2",5173,"COMPFLAKE","90-99%","NORMAL","HEAVY PATINA","EXT/INT",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,39.72,24.98,32.03,6.83,26.74,8.83,"LOCAL CAMPANIEN","90-100%","FLINT",13,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18727,"A2",5174,"SHATTER","-1",NA,"LIGHTPATINA","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,14,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18728,"A2",5175,"COMPFLAKE","40-60%","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG PLAIN","NONE","ANGULAR","N/A",NA,NA,NA,44.99,27.98,30.43,11.15,15.69,4.86,"JASPER","40-60%","FLINT",20,NA,0,"NO",101,NA,NA,NA,NA,NA,NA,NA,NA
18729,"A2",5176,"PROXFLAKE","0%","N/A","UNALTERED","EXT/INT",NA,NA,NA,"DIHEDRAL","NONE","ECLAT LAME","UNI-",NA,NA,NA,0,0,0,0,16.25,7.47,"LOCAL CAMPANIEN","0-10%","N/A",5,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18735,"A2",5180,"COREFRAG","10-40%","N/A","WHITE","NONE",NA,NA,NA,NA,NA,NA,"OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",24,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18737,"A2",5181,"SHATTER","-1",NA,"WHITE","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,11,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18741,"A2",5182,"MEDFLAKE","0%","N/A","LIGHTPATINA","EXTERIOR",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",16,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18742,"A2",5183,"MEDFLAKE","60-90%","N/A","UNALTERED","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","PLAIN",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","60-90%","CORTEX",12,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18743,"A2",5184,"PROXFLAKE","0%","LEVAL","UNALTERED","NONE",1,NA,NA,"LRG PLAIN","NONE","NORMAL","RADIAL",NA,NA,NA,0,0,0,0,9.4,3.67,"LOCAL CAMPANIEN","0-10%","N/A",7,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18747,"A2",5186,"SHATTER","-1",NA,"WHITE","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18748,"A2",5187,"COMPFLAKE","60-90%","N/A","LIGHTPATINA","INTERIOR",NA,NA,NA,"MISSING","MISSING","NORMAL","N/A",NA,NA,NA,45.65,25.11,24.82,4.39,-3.12,-3.12,"LOCAL CAMPANIEN","60-90%","FLINT",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18749,"A2",5188,"SHATTER","-1",NA,"BURNED","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,18,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18750,"A2",5189,"COMPFLAKE","0%","BIFRET","UNALTERED","NONE",NA,NA,NA,"PNCT PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,37.3600006103516,25.2000007629395,31.17,3.88,8.16,2.14,"LOCAL CAMPANIEN","0-10%","N/A",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18751,"A2",5190,"MED TOOL","0%","N/A","WHITE","N/A",43,NA,NA,NA,NA,"NORMAL","N/A","1","N/A","NONE",0,0,0,0,0,0,NA,"0-10%","N/A",9,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18752,"A2",5191,"SHATTER","-1",NA,"HEAVY PATINA","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,11,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18754,"A2",5192,"SHATTER","N/A",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,14,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18755,"A2",5193,"MEDFLAKE","0%","NORMAL","UNALTERED","EXT/INT",48,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",15,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18757,"A2",5194,"COMPFLAKE","90-99%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN",NA,NA,NA,35.34,38.38,51.3,7.37,31.3,8.82,"LOCAL CAMPANIEN","90-100%","CORTEX",15,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18760,"A2",5195,"DISTFLAKE","0%","N/A","LIGHTPATINA","EXT/INT",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",13,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18761,"A2",5196,"MEDFLAKE","0%","NORMAL","LIGHTPATINA","EXT/INT",NA,NA,NA,NA,NA,"NORMAL","UNI-",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",9,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18762,"A2",5197,"DISTFLAKE","10-40%","N/A","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,40.3400001525879,18.7099990844727,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",5,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18763,"A2",5198,"PROXFLAKE"," 95","NORMAL","UNALTERED","NONE",NA,NA,NA,"LRG CORT","NONE","NORMAL","PLAIN",NA,NA,NA,NA,NA,0,0,-19.64,-19.64,"LOCAL CAMPANIEN","90-100%","CORTEX",9,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18764,"A2",5199,"MEDFLAKE","0%","N/A","OTHER","EXT/INT",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",13,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18765,"A2",5200,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","INTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",11,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18766,"A2",5201,"COMPFLAKE","0%","NORMAL","WHITE","EXT/INT",48,NA,NA,"MISSING","NONE","NORMAL","N/A",NA,NA,NA,39.2,27.77,28.25,6.65,-5.68,-5.68,"LOCAL CAMPANIEN","0-10%","N/A",11,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
